0.849,0.052,EDGE-1,imagenet_image_classification,raspi-1,28-02-2023 13:07:39
0.85,0.05,EDGE-1,imagenet_image_classification,raspi-1,28-02-2023 13:07:39
0.851,0.05,EDGE-1,imagenet_image_classification,raspi-1,28-02-2023 13:07:39
0.848,0.049,EDGE-1,imagenet_image_classification,raspi-1,28-02-2023 13:07:39
0.848,0.05,EDGE-1,imagenet_image_classification,raspi-1,28-02-2023 13:07:39
0.849,0.05,EDGE-1,imagenet_image_classification,raspi-1,28-02-2023 13:07:39
0.851,0.049,EDGE-1,imagenet_image_classification,raspi-1,28-02-2023 13:07:39
0.85,0.05,EDGE-1,imagenet_image_classification,raspi-1,28-02-2023 13:07:39
0.849,0.051,EDGE-1,imagenet_image_classification,raspi-1,28-02-2023 13:07:39
0.852,0.049,EDGE-1,imagenet_image_classification,raspi-1,28-02-2023 13:07:39
0.847,0.049,EDGE-1,imagenet_image_classification,raspi-1,28-02-2023 13:07:39
0.849,0.05,EDGE-1,imagenet_image_classification,raspi-1,28-02-2023 13:07:39
0.851,0.05,EDGE-1,imagenet_image_classification,raspi-1,28-02-2023 13:07:39
0.849,0.049,EDGE-1,imagenet_image_classification,raspi-1,28-02-2023 13:07:39
0.85,0.05,EDGE-1,imagenet_image_classification,raspi-1,28-02-2023 13:07:39
0.849,0.05,EDGE-1,imagenet_image_classification,raspi-1,28-02-2023 13:07:39
0.849,0.051,EDGE-1,imagenet_image_classification,raspi-1,28-02-2023 13:07:39
0.85,0.051,EDGE-1,imagenet_image_classification,raspi-1,28-02-2023 13:07:39
0.851,0.048,EDGE-1,imagenet_image_classification,raspi-1,28-02-2023 13:07:39
0.85,0.05,EDGE-1,imagenet_image_classification,raspi-1,28-02-2023 13:07:39
0.849,0.049,EDGE-1,imagenet_image_classification,raspi-1,28-02-2023 13:07:39
0.85,0.05,EDGE-1,imagenet_image_classification,raspi-1,28-02-2023 13:07:39
0.851,0.05,EDGE-1,imagenet_image_classification,raspi-1,28-02-2023 13:07:39
0.849,0.049,EDGE-1,imagenet_image_classification,raspi-1,28-02-2023 13:07:39
0.851,0.051,EDGE-1,imagenet_image_classification,raspi-1,28-02-2023 13:07:39
0.85,0.05,EDGE-1,imagenet_image_classification,raspi-1,28-02-2023 13:07:39
0.848,0.05,EDGE-1,imagenet_image_classification,raspi-1,28-02-2023 13:07:39
0.851,0.05,EDGE-1,imagenet_image_classification,raspi-1,28-02-2023 13:07:39
0.846,0.052,EDGE-1,imagenet_image_classification,raspi-1,28-02-2023 13:07:39
0.849,0.05,EDGE-1,imagenet_image_classification,raspi-1,28-02-2023 13:07:39
0.85,0.051,EDGE-1,imagenet_image_classification,raspi-1,28-02-2023 13:07:39
0.851,0.049,EDGE-1,imagenet_image_classification,raspi-1,28-02-2023 13:07:39
0.852,0.052,EDGE-1,imagenet_image_classification,raspi-1,28-02-2023 13:07:39
0.85,0.051,EDGE-1,imagenet_image_classification,raspi-1,28-02-2023 13:07:39
0.85,0.05,EDGE-1,imagenet_image_classification,raspi-1,28-02-2023 13:07:39
0.851,0.051,EDGE-1,imagenet_image_classification,raspi-1,28-02-2023 13:07:39
0.85,0.05,EDGE-1,imagenet_image_classification,raspi-1,28-02-2023 13:07:39
0.85,0.05,EDGE-1,imagenet_image_classification,raspi-1,28-02-2023 13:07:39
0.85,0.048,EDGE-1,imagenet_image_classification,raspi-1,28-02-2023 13:07:39
0.851,0.05,EDGE-1,imagenet_image_classification,raspi-1,28-02-2023 13:07:39
0.849,0.05,EDGE-1,imagenet_image_classification,raspi-1,28-02-2023 13:07:39
0.851,0.05,EDGE-1,imagenet_image_classification,raspi-1,28-02-2023 13:07:39
0.85,0.049,EDGE-1,imagenet_image_classification,raspi-1,28-02-2023 13:07:39
0.849,0.049,EDGE-1,imagenet_image_classification,raspi-1,28-02-2023 13:07:39
0.851,0.051,EDGE-1,imagenet_image_classification,raspi-1,28-02-2023 13:07:39
0.851,0.049,EDGE-1,imagenet_image_classification,raspi-1,28-02-2023 13:07:39
0.85,0.048,EDGE-1,imagenet_image_classification,raspi-1,28-02-2023 13:07:39
0.85,0.049,EDGE-1,imagenet_image_classification,raspi-1,28-02-2023 13:07:39
0.85,0.05,EDGE-1,imagenet_image_classification,raspi-1,28-02-2023 13:07:39
0.851,0.051,EDGE-1,imagenet_image_classification,raspi-1,28-02-2023 13:07:39
0.85,0.051,EDGE-1,imagenet_image_classification,raspi-1,28-02-2023 13:07:39
0.849,0.05,EDGE-1,imagenet_image_classification,raspi-1,28-02-2023 13:07:39
0.849,0.05,EDGE-1,imagenet_image_classification,raspi-1,28-02-2023 13:07:39
0.851,0.049,EDGE-1,imagenet_image_classification,raspi-1,28-02-2023 13:07:39
0.85,0.049,EDGE-1,imagenet_image_classification,raspi-1,28-02-2023 13:07:39
0.849,0.051,EDGE-1,imagenet_image_classification,raspi-1,28-02-2023 13:07:39
0.85,0.05,EDGE-1,imagenet_image_classification,raspi-1,28-02-2023 13:07:39
0.85,0.049,EDGE-1,imagenet_image_classification,raspi-1,28-02-2023 13:07:39
0.849,0.051,EDGE-1,imagenet_image_classification,raspi-1,28-02-2023 13:07:39
0.851,0.05,EDGE-1,imagenet_image_classification,raspi-1,28-02-2023 13:07:39
0.848,0.051,EDGE-1,imagenet_image_classification,raspi-1,28-02-2023 13:07:39
0.849,0.05,EDGE-1,imagenet_image_classification,raspi-1,28-02-2023 13:07:39
0.851,0.051,EDGE-1,imagenet_image_classification,raspi-1,28-02-2023 13:07:39
0.851,0.048,EDGE-1,imagenet_image_classification,raspi-1,28-02-2023 13:07:39
0.851,0.048,EDGE-1,imagenet_image_classification,raspi-1,28-02-2023 13:07:39
0.851,0.05,EDGE-1,imagenet_image_classification,raspi-1,28-02-2023 13:07:39
