accuracy,delay,server_id,service_id,client_id,added_time,Acc_QoE,Delay_QoE,QoE,compute_time,model,prediction,probability,end_time
0.9,0.01,EDGE-1,imagenet_image_classification,raspi-1,2024-04-25T17:32:33.824351,0.13584633668263754,0.11895258973973563,0.1273994632111866,0.08406710624694824,MobileNet,wig,0.12226170301437378,2024-04-25 17:32:33.950
0.9,0.01,EDGE-1,imagenet_image_classification,raspi-1,2024-04-25T17:32:33.824351,0.13584633668263754,0.13948142211521514,0.13766387939892633,0.07169413566589355,MobileNet,wig,0.12226170301437378,2024-04-25 17:32:33.984
0.9,0.01,EDGE-1,imagenet_image_classification,raspi-1,2024-04-25T17:32:33.824351,0.13584633668263754,0.16567275485053404,0.1507595457665858,0.060359954833984375,MobileNet,wig,0.12226170301437378,2024-04-25 17:32:34.021
0.9,0.01,EDGE-1,imagenet_image_classification,raspi-1,2024-04-25T17:32:33.824351,0.13584633668263754,0.1546361300265082,0.14524123335457287,0.06466794013977051,MobileNet,wig,0.12226170301437378,2024-04-25 17:32:34.076
0.9,0.01,EDGE-1,imagenet_image_classification,raspi-1,2024-04-25T17:32:33.824351,0.13584633668263754,0.12651203194845778,0.13117918431554765,0.07904386520385742,MobileNet,wig,0.12226170301437378,2024-04-25 17:32:34.141
0.9,0.01,EDGE-1,imagenet_image_classification,raspi-1,2024-04-25T17:32:33.824351,0.13584633668263754,0.1597854443496282,0.14781589051613286,0.06258392333984375,MobileNet,wig,0.12226170301437378,2024-04-25 17:32:34.176
0.9,0.01,EDGE-1,imagenet_image_classification,raspi-1,2024-04-25T17:32:33.824351,0.13584633668263754,0.1514216502102926,0.14363399344646507,0.0660407543182373,MobileNet,wig,0.12226170301437378,2024-04-25 17:32:34.230
0.9,0.01,EDGE-1,imagenet_image_classification,raspi-1,2024-04-25T17:32:33.824351,0.13584633668263754,0.1571983689134085,0.146522352798023,0.0636138916015625,MobileNet,wig,0.12226170301437378,2024-04-25 17:32:34.278
0.9,0.01,EDGE-1,imagenet_image_classification,raspi-1,2024-04-25T17:32:33.824351,0.13584633668263754,0.14676996507729884,0.14130815087996818,0.06813383102416992,MobileNet,wig,0.12226170301437378,2024-04-25 17:32:34.334
0.9,0.01,EDGE-1,imagenet_image_classification,raspi-1,2024-04-25T17:32:33.824351,0.13584633668263754,0.14419014943947306,0.14001824306105531,0.06935286521911621,MobileNet,wig,0.12226170301437378,2024-04-25 17:32:34.386
0.9,0.01,EDGE-1,imagenet_image_classification,raspi-1,2024-04-25T17:32:33.824351,0.13584633668263754,0.15807996140625943,0.1469631490444485,0.06325912475585938,MobileNet,wig,0.12226170301437378,2024-04-25 17:32:34.431
0.9,0.01,EDGE-1,imagenet_image_classification,raspi-1,2024-04-25T17:32:33.824351,0.13584633668263754,0.16819938644156157,0.15202286156209954,0.05945324897766113,MobileNet,wig,0.12226170301437378,2024-04-25 17:32:34.478
0.9,0.01,EDGE-1,imagenet_image_classification,raspi-1,2024-04-25T17:32:33.824351,0.13584633668263754,0.17100204665726237,0.15342419166994997,0.05847883224487305,MobileNet,wig,0.12226170301437378,2024-04-25 17:32:34.529
0.9,0.01,EDGE-1,imagenet_image_classification,raspi-1,2024-04-25T17:32:33.824351,0.13584633668263754,0.16252015855610105,0.1491832476193693,0.06153082847595215,MobileNet,wig,0.12226170301437378,2024-04-25 17:32:34.581
0.9,0.01,EDGE-1,imagenet_image_classification,raspi-1,2024-04-25T17:32:33.824351,0.13584633668263754,0.1579829071418617,0.14691462191224963,0.06329798698425293,MobileNet,wig,0.12226170301437378,2024-04-25 17:32:34.635
0.9,0.01,EDGE-1,imagenet_image_classification,raspi-1,2024-04-25T17:32:33.824351,0.13584633668263754,0.15667517098917846,0.146260753835908,0.06382632255554199,MobileNet,wig,0.12226170301437378,2024-04-25 17:32:34.686
0.9,0.01,EDGE-1,imagenet_image_classification,raspi-1,2024-04-25T17:32:33.824351,0.13584633668263754,0.15466407068159357,0.14525520368211556,0.06465625762939453,MobileNet,wig,0.12226170301437378,2024-04-25 17:32:34.740
0.9,0.01,EDGE-1,imagenet_image_classification,raspi-1,2024-04-25T17:32:33.824351,0.13584633668263754,0.16505989579234026,0.15045311623748892,0.060584068298339844,MobileNet,wig,0.12226170301437378,2024-04-25 17:32:34.785
0.9,0.01,EDGE-1,imagenet_image_classification,raspi-1,2024-04-25T17:32:33.824351,0.13584633668263754,0.14021910572503135,0.13803272120383445,0.07131695747375488,MobileNet,wig,0.12226170301437378,2024-04-25 17:32:34.847
0.9,0.01,EDGE-1,imagenet_image_classification,raspi-1,2024-04-25T17:32:33.824351,0.13584633668263754,0.17571003661407758,0.15577818664835758,0.05691194534301758,MobileNet,wig,0.12226170301437378,2024-04-25 17:32:34.884
