2024-04-25 17:03:20.451,2024-04-25 17:03:30.333,9.875075817108154
2024-04-25 17:03:20.430,2024-04-25 17:03:30.862,10.418864250183105
2024-04-25 17:03:20.472,2024-04-25 17:03:31.008,10.530309915542603
2024-04-25 17:03:20.493,2024-04-25 17:03:31.943,11.442888021469116
2024-04-25 17:03:20.514,2024-04-25 17:03:33.099,12.581395864486694
2024-04-25 17:03:20.535,2024-04-25 17:03:35.083,14.544342994689941
2024-04-25 17:03:20.556,2024-04-25 17:03:36.895,16.334178924560547
2024-04-25 17:03:20.577,2024-04-25 17:03:38.095,17.513113975524902
2024-04-25 17:03:20.599,2024-04-25 17:03:39.652,19.04899287223816
2024-04-25 17:03:20.620,2024-04-25 17:03:40.184,19.5598042011261
2024-04-25 17:03:20.641,2024-04-25 17:03:40.829,20.184118032455444
2024-04-25 17:03:20.661,2024-04-25 17:03:41.200,20.53546714782715
2024-04-25 17:03:20.682,2024-04-25 17:03:41.521,20.83480191230774
2024-04-25 17:03:20.703,2024-04-25 17:03:41.683,20.976382970809937
2024-04-25 17:03:20.724,2024-04-25 17:03:42.030,21.302664041519165
2024-04-25 17:03:20.745,2024-04-25 17:03:42.184,21.43575406074524
2024-04-25 17:03:20.766,2024-04-25 17:03:42.471,21.701621055603027
2024-04-25 17:03:20.788,2024-04-25 17:03:42.587,21.79661726951599
2024-04-25 17:03:20.809,2024-04-25 17:03:42.799,21.987155199050903
2024-04-25 17:03:20.830,2024-04-25 17:03:42.902,22.069645166397095
2024-04-25 17:03:20.851,2024-04-25 17:03:43.100,22.24562406539917
2024-04-25 17:03:20.872,2024-04-25 17:03:43.152,22.276132106781006
2024-04-25 17:03:20.893,2024-04-25 17:03:43.208,22.310625791549683
2024-04-25 17:03:20.914,2024-04-25 17:03:43.247,22.329281091690063
2024-04-25 17:03:20.935,2024-04-25 17:03:43.270,22.331466913223267
2024-04-25 17:03:20.956,2024-04-25 17:03:43.284,22.32472515106201
2024-04-25 17:03:20.977,2024-04-25 17:03:43.303,22.3217351436615
2024-04-25 17:03:20.998,2024-04-25 17:03:43.310,22.30931305885315
2024-04-25 17:03:21.019,2024-04-25 17:03:43.331,22.30825710296631
2024-04-25 17:03:21.040,2024-04-25 17:03:43.342,22.298542976379395
2024-04-25 17:03:21.061,2024-04-25 17:03:43.353,22.288239002227783
2024-04-25 17:03:21.082,2024-04-25 17:03:43.358,22.272751808166504
2024-04-25 17:03:21.103,2024-04-25 17:03:43.361,22.25453519821167
2024-04-25 17:03:21.124,2024-04-25 17:03:43.365,22.237677812576294
2024-04-25 17:03:21.166,2024-04-25 17:03:43.370,22.200214862823486
2024-04-25 17:03:21.145,2024-04-25 17:03:43.370,22.221550703048706
2024-04-25 17:03:21.187,2024-04-25 17:03:43.376,22.185537099838257
2024-04-25 17:03:21.209,2024-04-25 17:03:43.378,22.16662096977234
2024-04-25 17:03:21.230,2024-04-25 17:03:43.381,22.14863395690918
2024-04-25 17:03:21.251,2024-04-25 17:03:43.385,22.13125514984131
2024-04-25 17:03:21.293,2024-04-25 17:03:43.387,22.09085726737976
2024-04-25 17:03:21.272,2024-04-25 17:03:43.388,22.11316990852356
2024-04-25 17:03:21.314,2024-04-25 17:03:43.390,22.072828769683838
2024-04-25 17:03:21.335,2024-04-25 17:03:43.392,22.053844928741455
2024-04-25 17:03:21.356,2024-04-25 17:03:43.392,22.03120183944702
2024-04-25 17:03:21.377,2024-04-25 17:03:43.396,22.01473307609558
2024-04-25 17:03:21.398,2024-04-25 17:03:43.396,21.994932889938354
2024-04-25 17:03:21.440,2024-04-25 17:03:43.398,21.95478081703186
2024-04-25 17:03:21.418,2024-04-25 17:03:43.399,21.976877212524414
2024-04-25 17:03:21.461,2024-04-25 17:03:43.399,21.935345888137817
