EDGE-1,imagenet_image_classification,raspi-1,Pembroke,0.19128918647766113,0.20733760297298431,0.2554129704842266,0.2442139022061064,0.2666120387623469,0.849,0.051,SqueezeNet,03-04-2023 15:13:05
EDGE-1,imagenet_image_classification,raspi-1,tabby,0.1498889923095703,0.9080362915992737,0.6667900998918369,1.0,0.33358019978367376,0.849,0.05,SqueezeNet,03-04-2023 15:13:05
EDGE-1,imagenet_image_classification,raspi-1,tabby,0.14632225036621094,0.5320437550544739,0.49065691017558466,0.6259338294758516,0.35537999087531774,0.85,0.052,SqueezeNet,03-04-2023 15:13:05
EDGE-1,imagenet_image_classification,raspi-1,tabby,0.14724063873291016,0.7718393802642822,0.6232797287853671,0.906979295257676,0.33958016231305826,0.851,0.05,SqueezeNet,03-04-2023 15:13:05
EDGE-1,imagenet_image_classification,raspi-1,Persian cat,0.139556884765625,0.8736851215362549,0.6791384211677236,1.0,0.3582768423354472,0.849,0.05,SqueezeNet,03-04-2023 15:13:05
EDGE-1,imagenet_image_classification,raspi-1,tabby,0.14380908012390137,0.6819779872894287,0.5754776308613695,0.8032720698344272,0.34768319188831176,0.849,0.05,SqueezeNet,03-04-2023 15:13:05
EDGE-1,imagenet_image_classification,raspi-1,tabby,0.14821267127990723,0.8901539444923401,0.665303005393719,1.0,0.33060601078743795,0.852,0.049,SqueezeNet,03-04-2023 15:13:05
EDGE-1,imagenet_image_classification,raspi-1,tabby,0.14727067947387695,0.7928633093833923,0.6361456288267108,0.9327803639804616,0.33951089367295995,0.85,0.05,SqueezeNet,03-04-2023 15:13:05
EDGE-1,imagenet_image_classification,raspi-1,Persian cat,0.14420056343078613,0.2375415563583374,0.3026977903702631,0.2794606545392205,0.3259349262013058,0.85,0.047,SqueezeNet,03-04-2023 15:13:05
EDGE-1,imagenet_image_classification,raspi-1,paper towel,0.13868117332458496,0.463735967874527,0.4605875526829116,0.5462143320076879,0.37496077335813544,0.849,0.052,SqueezeNet,03-04-2023 15:13:05
EDGE-1,imagenet_image_classification,raspi-1,Egyptian cat,0.13839507102966309,0.8522772789001465,0.6770294261039742,1.0,0.35405885220794836,0.852,0.049,SqueezeNet,03-04-2023 15:13:05
EDGE-1,imagenet_image_classification,raspi-1,Scotch terrier,0.13923001289367676,0.26658305525779724,0.33996372810554154,0.31362712383270264,0.3663003323783805,0.85,0.051,SqueezeNet,03-04-2023 15:13:05
EDGE-1,imagenet_image_classification,raspi-1,Egyptian cat,0.1370851993560791,0.1443328559398651,0.26372265339093703,0.17000336388676693,0.3574419428951071,0.849,0.049,SqueezeNet,03-04-2023 15:13:05
EDGE-1,imagenet_image_classification,raspi-1,Egyptian cat,0.13642549514770508,0.5869945883750916,0.5285411396824811,0.6905818686765783,0.3665004106883837,0.85,0.05,SqueezeNet,03-04-2023 15:13:05
EDGE-1,imagenet_image_classification,raspi-1,Persian cat,0.1366434097290039,0.5782230496406555,0.520232206357969,0.6818668038215278,0.3585976088944103,0.848,0.049,SqueezeNet,03-04-2023 15:13:05
EDGE-1,imagenet_image_classification,raspi-1,tabby,0.1402111053466797,0.18410903215408325,0.28660199764164,0.216598861357745,0.356605133925535,0.85,0.05,SqueezeNet,03-04-2023 15:13:05
EDGE-1,imagenet_image_classification,raspi-1,tabby,0.14195966720581055,0.6727408766746521,0.5748933952577701,0.7905298198292035,0.3592569706863367,0.851,0.051,SqueezeNet,03-04-2023 15:13:05
EDGE-1,imagenet_image_classification,raspi-1,Egyptian cat,0.1368401050567627,0.621683657169342,0.5520451466108812,0.7313925378462848,0.3726977553754776,0.85,0.051,SqueezeNet,03-04-2023 15:13:05
EDGE-1,imagenet_image_classification,raspi-1,schipperke,0.13689088821411133,0.19079451262950897,0.29107484240362563,0.2242003673672256,0.35794931744002567,0.851,0.049,SqueezeNet,03-04-2023 15:13:05
