accuracy,delay,server_id,service_id,client_id,added_time,Acc_QoE,Delay_QoE,QoE,compute_time,model,prediction,probability,end_time
0.9,0.01,EDGE-1,imagenet_image_classification,raspi-1,2024-04-25T17:25:34.322714,0.13584633668263754,0.0652238427650168,0.10053508972382717,0.15331816673278809,MobileNet,wig,0.12226170301437378,2024-04-25 17:25:34.504
0.9,0.01,EDGE-1,imagenet_image_classification,raspi-1,2024-04-25T17:25:34.322714,0.13584633668263754,0.06686195616826185,0.1013541464254497,0.14956188201904297,MobileNet,wig,0.12226170301437378,2024-04-25 17:25:34.515
0.9,0.01,EDGE-1,imagenet_image_classification,raspi-1,2024-04-25T17:25:34.322714,0.13584633668263754,0.05967472942729786,0.09776053305496771,0.16757512092590332,MobileNet,wig,0.12226170301437378,2024-04-25 17:25:34.562
0.9,0.01,EDGE-1,imagenet_image_classification,raspi-1,2024-04-25T17:25:34.322714,0.13584633668263754,0.05170333754507073,0.09377483711385413,0.19341111183166504,MobileNet,wig,0.12226170301437378,2024-04-25 17:25:34.616
0.9,0.01,EDGE-1,imagenet_image_classification,raspi-1,2024-04-25T17:25:34.322714,0.13584633668263754,0.04431603048434524,0.09008118358349139,0.22565197944641113,MobileNet,wig,0.12226170301437378,2024-04-25 17:25:34.678
0.9,0.01,EDGE-1,imagenet_image_classification,raspi-1,2024-04-25T17:25:34.322714,0.13584633668263754,0.03374399225086848,0.084795164466753,0.29634904861450195,MobileNet,wig,0.12226170301437378,2024-04-25 17:25:34.779
0.9,0.01,EDGE-1,imagenet_image_classification,raspi-1,2024-04-25T17:25:34.322714,0.13584633668263754,0.025024575287248656,0.0804354559849431,0.39960718154907227,MobileNet,wig,0.12226170301437378,2024-04-25 17:25:34.911
0.9,0.01,EDGE-1,imagenet_image_classification,raspi-1,2024-04-25T17:25:34.322714,0.13584633668263754,0.013327558688325187,0.07458694768548137,0.7503249645233154,MobileNet,wig,0.12226170301437378,2024-04-25 17:25:35.292
0.9,0.01,EDGE-1,imagenet_image_classification,raspi-1,2024-04-25T17:25:34.322714,0.13584633668263754,0.00621034731152466,0.07102834199708111,1.6102159023284912,MobileNet,wig,0.12226170301437378,2024-04-25 17:25:36.181
0.9,0.01,EDGE-1,imagenet_image_classification,raspi-1,2024-04-25T17:25:34.322714,0.13584633668263754,0.00413267914171047,0.06998950791217401,2.4197378158569336,MobileNet,wig,0.12226170301437378,2024-04-25 17:25:37.019
0.9,0.01,EDGE-1,imagenet_image_classification,raspi-1,2024-04-25T17:25:34.322714,0.13584633668263754,0.003297821032660529,0.06957207885764903,3.0323052406311035,MobileNet,wig,0.12226170301437378,2024-04-25 17:25:37.660
0.9,0.01,EDGE-1,imagenet_image_classification,raspi-1,2024-04-25T17:25:34.322714,0.13584633668263754,0.002733441572554743,0.06928988912759615,3.6583917140960693,MobileNet,wig,0.12226170301437378,2024-04-25 17:25:38.316
0.9,0.01,EDGE-1,imagenet_image_classification,raspi-1,2024-04-25T17:25:34.322714,0.13584633668263754,0.0024895687861804165,0.06916795273440898,4.016759872436523,MobileNet,wig,0.12226170301437378,2024-04-25 17:25:38.704
0.9,0.01,EDGE-1,imagenet_image_classification,raspi-1,2024-04-25T17:25:34.322714,0.13584633668263754,0.002279927147637359,0.06906313191513745,4.386105060577393,MobileNet,wig,0.12226170301437378,2024-04-25 17:25:39.102
0.9,0.01,EDGE-1,imagenet_image_classification,raspi-1,2024-04-25T17:25:34.322714,0.13584633668263754,0.0022031867516654814,0.06902476171715151,4.538879871368408,MobileNet,wig,0.12226170301437378,2024-04-25 17:25:39.286
