accuracy,delay,server_id,service_id,client_id,added_time,Acc_QoE,Delay_QoE,QoE,compute_time,model,prediction,probability,end_time
0.9,0.01,EDGE-1,imagenet_image_classification,raspi-1,2024-04-25T17:25:09.254158,0.13584633668263754,0.08751734988127381,0.11168184328195568,0.11426305770874023,MobileNet,wig,0.12226170301437378,2024-04-25 17:25:09.404
0.9,0.01,EDGE-1,imagenet_image_classification,raspi-1,2024-04-25T17:25:09.254158,0.13584633668263754,0.1395923692373231,0.13771935295998033,0.07163715362548828,MobileNet,wig,0.12226170301437378,2024-04-25 17:25:09.421
0.9,0.01,EDGE-1,imagenet_image_classification,raspi-1,2024-04-25T17:25:09.254158,0.13584633668263754,0.16281287968480096,0.14932960818371926,0.06142020225524902,MobileNet,wig,0.12226170301437378,2024-04-25 17:25:09.475
0.9,0.01,EDGE-1,imagenet_image_classification,raspi-1,2024-04-25T17:25:09.254158,0.13584633668263754,0.1795391563041757,0.15769274649340662,0.05569815635681152,MobileNet,wig,0.12226170301437378,2024-04-25 17:25:09.536
0.9,0.01,EDGE-1,imagenet_image_classification,raspi-1,2024-04-25T17:25:09.254158,0.13584633668263754,0.18204681484567942,0.1589465757641585,0.054930925369262695,MobileNet,wig,0.12226170301437378,2024-04-25 17:25:09.603
0.9,0.01,EDGE-1,imagenet_image_classification,raspi-1,2024-04-25T17:25:09.254158,0.13584633668263754,0.2759446834826774,0.2058955100826575,0.0362391471862793,MobileNet,wig,0.12226170301437378,2024-04-25 17:25:09.653
0.9,0.01,EDGE-1,imagenet_image_classification,raspi-1,2024-04-25T17:25:09.254158,0.13584633668263754,0.3600353657175721,0.24794085120010484,0.027775049209594727,MobileNet,wig,0.12226170301437378,2024-04-25 17:25:09.711
0.9,0.01,EDGE-1,imagenet_image_classification,raspi-1,2024-04-25T17:25:09.254158,0.13584633668263754,0.31594796351118243,0.22589715009690997,0.03165078163146973,MobileNet,wig,0.12226170301437378,2024-04-25 17:25:09.782
0.9,0.01,EDGE-1,imagenet_image_classification,raspi-1,2024-04-25T17:25:09.254158,0.13584633668263754,0.3036204512715085,0.21973339397707303,0.03293585777282715,MobileNet,wig,0.12226170301437378,2024-04-25 17:25:09.851
0.9,0.01,EDGE-1,imagenet_image_classification,raspi-1,2024-04-25T17:25:09.254158,0.13584633668263754,0.31892695018743394,0.22738664343503573,0.03135514259338379,MobileNet,wig,0.12226170301437378,2024-04-25 17:25:09.917
0.9,0.01,EDGE-1,imagenet_image_classification,raspi-1,2024-04-25T17:25:09.254158,0.13584633668263754,0.2935481477852509,0.2146972422339442,0.034065961837768555,MobileNet,wig,0.12226170301437378,2024-04-25 17:25:09.987
0.9,0.01,EDGE-1,imagenet_image_classification,raspi-1,2024-04-25T17:25:09.254158,0.13584633668263754,0.25248791528964176,0.19416712598613967,0.03960585594177246,MobileNet,wig,0.12226170301437378,2024-04-25 17:25:10.063
0.9,0.01,EDGE-1,imagenet_image_classification,raspi-1,2024-04-25T17:25:09.254158,0.13584633668263754,0.2657246395174983,0.2007854881000679,0.03763294219970703,MobileNet,wig,0.12226170301437378,2024-04-25 17:25:10.125
0.9,0.01,EDGE-1,imagenet_image_classification,raspi-1,2024-04-25T17:25:09.254158,0.13584633668263754,0.1927529411764706,0.16429963892955407,0.0518798828125,MobileNet,wig,0.12226170301437378,2024-04-25 17:25:10.207
0.9,0.01,EDGE-1,imagenet_image_classification,raspi-1,2024-04-25T17:25:09.254158,0.13584633668263754,0.2255547847597537,0.1807005607211956,0.044335126876831055,MobileNet,wig,0.12226170301437378,2024-04-25 17:25:10.267
